,all_100,all_101,all_102,all_103
775,18.0,17.0,14.0,19.0
776,15.0,17.0,13.0,18.0
777,14.0,16.0,16.0,16.0
778,10.0,18.0,13.0,17.0
779,8.0,15.0,9.0,17.0
780,7.0,12.0,6.0,14.0
781,6.0,10.0,6.0,11.0
782,9.0,8.0,6.0,9.0
783,11.0,9.0,4.0,7.0
784,7.0,5.0,4.0,6.0
785,6.0,4.0,6.0,7.0
786,6.0,4.0,4.0,4.0
787,8.0,5.0,7.0,5.0
788,11.0,8.0,8.0,8.0
789,11.0,10.0,8.0,11.0
790,12.0,10.0,8.0,13.0
791,13.0,13.0,8.0,15.0
792,14.0,14.0,9.0,18.0
793,15.0,16.0,9.0,21.0
794,18.0,17.0,11.0,21.0
795,18.0,17.0,12.0,22.0
796,19.0,19.0,12.0,24.0
797,19.0,22.0,13.0,24.0
798,19.0,23.0,14.0,27.0
799,12.0,16.0,9.0,24.0
800,11.0,14.0,8.0,21.0
801,12.0,14.0,8.0,21.0
802,11.0,13.0,11.0,21.0
803,10.0,11.0,12.0,18.0
804,9.0,12.0,8.0,15.0
805,8.0,12.0,5.0,13.0
806,8.0,10.0,4.0,9.0
807,9.0,9.0,5.0,8.0
808,7.0,9.0,4.0,9.0
809,7.0,6.0,7.0,7.0
810,7.0,3.0,6.0,5.0
811,10.0,3.0,7.0,7.0
812,11.0,5.0,8.0,7.0
813,12.0,6.0,9.0,8.0
814,14.0,7.0,13.0,11.0
815,14.0,8.0,16.0,12.0
816,14.0,7.0,17.0,13.0
817,14.0,7.0,19.0,13.0
818,16.0,9.0,21.0,13.0
819,16.0,9.0,21.0,14.0
820,16.0,10.0,21.0,16.0
821,17.0,10.0,22.0,18.0
822,17.0,10.0,25.0,20.0
823,13.0,9.0,20.0,15.0
824,9.0,8.0,18.0,13.0
825,9.0,6.0,16.0,14.0
826,6.0,7.0,17.0,14.0
827,6.0,6.0,18.0,11.0
828,7.0,6.0,16.0,10.0
829,4.0,6.0,14.0,9.0
830,4.0,4.0,13.0,8.0
831,3.0,4.0,12.0,8.0
832,4.0,3.0,8.0,6.0
833,1.0,2.0,5.0,4.0
834,3.0,2.0,6.0,3.0
835,4.0,3.0,9.0,3.0
836,5.0,6.0,12.0,4.0
837,5.0,8.0,13.0,5.0
838,5.0,10.0,15.0,8.0
839,5.0,10.0,17.0,9.0
840,7.0,10.0,18.0,9.0
841,7.0,12.0,17.0,9.0
842,8.0,15.0,20.0,9.0
843,9.0,15.0,20.0,14.0
844,9.0,16.0,20.0,15.0
845,9.0,17.0,22.0,16.0
846,12.0,18.0,24.0,18.0
847,9.0,16.0,25.0,14.0
848,7.0,14.0,23.0,12.0
849,7.0,11.0,22.0,13.0
850,6.0,11.0,21.0,11.0
851,9.0,11.0,19.0,12.0
852,10.0,10.0,19.0,13.0
853,8.0,8.0,21.0,13.0
854,6.0,6.0,20.0,14.0
855,3.0,4.0,14.0,11.0
856,3.0,5.0,10.0,9.0
857,5.0,4.0,9.0,10.0
858,4.0,7.0,12.0,8.0
859,5.0,9.0,13.0,9.0
860,6.0,9.0,13.0,12.0
861,9.0,12.0,16.0,15.0
862,9.0,13.0,19.0,15.0
863,9.0,15.0,20.0,16.0
864,10.0,16.0,22.0,17.0
865,12.0,18.0,22.0,18.0
866,16.0,18.0,23.0,20.0
867,18.0,19.0,24.0,21.0
868,19.0,20.0,24.0,22.0
869,20.0,20.0,25.0,23.0
870,23.0,21.0,26.0,23.0
871,20.0,15.0,22.0,17.0
872,18.0,14.0,19.0,12.0
873,16.0,13.0,18.0,10.0
874,15.0,12.0,17.0,9.0
875,12.0,8.0,16.0,11.0
876,11.0,5.0,16.0,9.0
877,8.0,4.0,13.0,9.0
878,8.0,4.0,11.0,8.0
879,6.0,3.0,9.0,7.0
880,4.0,4.0,10.0,9.0
881,3.0,3.0,8.0,10.0
882,1.0,2.0,6.0,4.0
883,5.0,4.0,6.0,5.0
884,5.0,4.0,8.0,6.0
885,6.0,4.0,8.0,8.0
886,6.0,6.0,10.0,11.0
887,7.0,6.0,11.0,11.0
888,7.0,8.0,11.0,14.0
889,8.0,9.0,15.0,17.0
890,8.0,10.0,15.0,19.0
891,10.0,11.0,18.0,19.0
892,10.0,12.0,20.0,21.0
893,15.0,14.0,21.0,21.0
894,18.0,14.0,21.0,21.0
895,14.0,10.0,17.0,20.0
896,12.0,9.0,14.0,18.0
897,14.0,9.0,14.0,16.0
898,15.0,11.0,13.0,14.0
899,13.0,10.0,13.0,13.0
900,12.0,9.0,14.0,10.0
901,10.0,6.0,15.0,7.0
902,11.0,5.0,11.0,3.0
903,8.0,3.0,11.0,4.0
904,5.0,3.0,8.0,2.0
905,3.0,2.0,6.0,3.0
906,3.0,3.0,4.0,4.0
907,4.0,4.0,4.0,5.0
908,5.0,5.0,6.0,6.0
909,5.0,5.0,7.0,8.0
910,7.0,8.0,7.0,8.0
911,8.0,9.0,9.0,7.0
912,8.0,10.0,11.0,8.0
913,8.0,11.0,12.0,10.0
914,9.0,13.0,13.0,12.0
915,10.0,13.0,14.0,12.0
916,10.0,14.0,15.0,12.0
917,11.0,15.0,16.0,13.0
918,11.0,17.0,18.0,13.0
919,8.0,12.0,15.0,9.0
920,6.0,11.0,15.0,6.0
921,5.0,10.0,15.0,6.0
922,3.0,9.0,14.0,7.0
923,6.0,9.0,14.0,10.0
924,5.0,6.0,11.0,8.0
925,4.0,5.0,7.0,10.0
926,3.0,5.0,5.0,8.0
927,2.0,3.0,4.0,6.0
928,2.0,1.0,5.0,3.0
929,2.0,0.0,5.0,0.0
930,3.0,3.0,2.0,5.0
931,4.0,3.0,2.0,5.0
932,5.0,4.0,2.0,6.0
933,6.0,5.0,4.0,7.0
934,9.0,5.0,6.0,7.0
935,9.0,5.0,6.0,9.0
936,11.0,6.0,8.0,11.0
937,11.0,6.0,10.0,12.0
938,13.0,6.0,10.0,13.0
939,16.0,6.0,11.0,13.0
940,18.0,7.0,12.0,13.0
941,19.0,8.0,15.0,14.0
942,20.0,12.0,17.0,14.0
943,15.0,9.0,15.0,11.0
944,14.0,10.0,13.0,10.0
945,14.0,10.0,12.0,6.0
946,11.0,7.0,10.0,5.0
947,9.0,6.0,10.0,3.0
948,7.0,7.0,9.0,5.0
949,8.0,6.0,7.0,6.0
950,8.0,4.0,4.0,9.0
951,9.0,2.0,5.0,7.0
952,7.0,2.0,7.0,4.0
953,4.0,1.0,9.0,2.0
954,4.0,1.0,7.0,2.0
955,7.0,2.0,9.0,3.0
956,7.0,3.0,9.0,5.0
957,10.0,6.0,12.0,7.0
958,13.0,9.0,15.0,8.0
959,14.0,8.0,14.0,9.0
960,14.0,8.0,15.0,11.0
961,14.0,9.0,16.0,15.0
962,18.0,11.0,18.0,16.0
963,20.0,11.0,22.0,17.0
964,21.0,12.0,23.0,17.0
965,22.0,13.0,23.0,19.0
966,22.0,15.0,25.0,19.0
967,18.0,15.0,18.0,18.0
968,15.0,13.0,13.0,14.0
969,15.0,11.0,11.0,11.0
970,13.0,9.0,11.0,10.0
971,13.0,10.0,12.0,14.0
972,14.0,7.0,12.0,13.0
973,12.0,10.0,12.0,10.0
974,8.0,9.0,9.0,7.0
975,6.0,8.0,9.0,9.0
976,5.0,9.0,6.0,8.0
977,3.0,7.0,6.0,5.0
978,2.0,5.0,5.0,5.0
979,6.0,7.0,6.0,6.0
980,6.0,9.0,6.0,7.0
981,7.0,11.0,7.0,8.0
982,11.0,12.0,8.0,11.0
983,11.0,13.0,9.0,12.0
984,12.0,14.0,9.0,13.0
985,14.0,16.0,12.0,14.0
986,15.0,18.0,15.0,14.0
987,15.0,18.0,16.0,16.0
988,15.0,21.0,21.0,18.0
989,17.0,23.0,26.0,19.0
990,20.0,25.0,29.0,19.0
991,17.0,20.0,28.0,15.0
992,15.0,16.0,25.0,13.0
993,13.0,14.0,21.0,10.0
994,13.0,12.0,19.0,8.0
995,11.0,11.0,19.0,7.0
996,8.0,12.0,20.0,7.0
997,6.0,10.0,19.0,8.0
998,7.0,9.0,19.0,10.0
999,8.0,7.0,18.0,9.0
1000,8.0,4.0,16.0,8.0
1001,7.0,2.0,14.0,6.0
1002,5.0,4.0,12.0,8.0
1003,5.0,4.0,13.0,8.0
1004,6.0,7.0,15.0,8.0
1005,7.0,7.0,16.0,14.0
1006,7.0,9.0,17.0,14.0
1007,8.0,12.0,23.0,14.0
1008,8.0,16.0,24.0,14.0
1009,8.0,18.0,24.0,17.0
1010,8.0,19.0,25.0,18.0
1011,9.0,20.0,25.0,18.0
1012,11.0,21.0,27.0,20.0
1013,11.0,22.0,27.0,22.0
1014,13.0,23.0,29.0,22.0
1015,7.0,19.0,23.0,19.0
1016,6.0,15.0,20.0,14.0
1017,6.0,14.0,19.0,11.0
1018,5.0,17.0,19.0,9.0
1019,6.0,18.0,18.0,7.0
1020,7.0,17.0,18.0,8.0
1021,6.0,15.0,15.0,7.0
1022,3.0,12.0,13.0,7.0
1023,3.0,9.0,11.0,5.0
1024,5.0,9.0,9.0,3.0
1025,4.0,8.0,7.0,3.0
1026,1.0,8.0,4.0,3.0
1027,2.0,9.0,4.0,4.0
1028,3.0,12.0,6.0,6.0
1029,3.0,14.0,8.0,6.0
1030,4.0,15.0,9.0,5.0
1031,4.0,17.0,9.0,6.0
1032,5.0,23.0,10.0,9.0
1033,8.0,25.0,10.0,9.0
1034,9.0,27.0,10.0,10.0
1035,10.0,29.0,11.0,11.0
1036,10.0,29.0,11.0,11.0
1037,12.0,31.0,13.0,12.0
1038,12.0,32.0,14.0,13.0
1039,6.0,28.0,11.0,13.0
1040,4.0,27.0,11.0,11.0
1041,4.0,25.0,11.0,10.0
1042,2.0,23.0,11.0,9.0
1043,3.0,22.0,13.0,8.0
1044,4.0,20.0,16.0,6.0
1045,4.0,14.0,15.0,4.0
1046,2.0,13.0,13.0,5.0
1047,2.0,12.0,11.0,2.0
1048,2.0,11.0,9.0,6.0
1049,4.0,6.0,9.0,6.0
1050,3.0,3.0,9.0,6.0
1051,5.0,4.0,10.0,7.0
1052,8.0,4.0,11.0,9.0
1053,13.0,4.0,11.0,9.0
1054,14.0,4.0,13.0,11.0
1055,16.0,6.0,19.0,13.0
1056,19.0,8.0,21.0,14.0
1057,19.0,8.0,21.0,14.0
1058,20.0,8.0,22.0,15.0
1059,22.0,10.0,22.0,15.0
1060,28.0,12.0,22.0,17.0
1061,29.0,12.0,22.0,21.0
1062,30.0,12.0,25.0,21.0
1063,24.0,9.0,20.0,19.0
1064,22.0,6.0,16.0,17.0
1065,19.0,5.0,16.0,15.0
1066,19.0,5.0,15.0,12.0
1067,18.0,5.0,13.0,10.0
1068,16.0,7.0,11.0,9.0
1069,15.0,7.0,12.0,9.0
1070,12.0,6.0,10.0,6.0
1071,8.0,4.0,9.0,3.0
1072,6.0,4.0,8.0,4.0
1073,7.0,3.0,6.0,6.0
1074,9.0,2.0,7.0,5.0
1075,11.0,2.0,9.0,6.0
1076,11.0,2.0,11.0,7.0
1077,12.0,3.0,11.0,9.0
1078,12.0,5.0,12.0,9.0
1079,12.0,6.0,12.0,11.0
1080,17.0,6.0,15.0,12.0
1081,18.0,6.0,16.0,15.0
1082,20.0,8.0,17.0,19.0
1083,20.0,9.0,17.0,20.0
1084,20.0,10.0,19.0,21.0
1085,22.0,11.0,22.0,22.0
1086,23.0,14.0,23.0,22.0
1087,18.0,11.0,19.0,19.0
1088,16.0,12.0,16.0,22.0
1089,16.0,12.0,17.0,21.0
1090,15.0,10.0,14.0,18.0
1091,13.0,6.0,12.0,17.0
1092,11.0,5.0,8.0,14.0
1093,7.0,8.0,8.0,12.0
1094,4.0,6.0,8.0,14.0
1095,8.0,4.0,8.0,12.0
1096,7.0,4.0,7.0,10.0
1097,6.0,4.0,6.0,8.0
1098,4.0,4.0,5.0,7.0
1099,5.0,4.0,5.0,8.0
1100,5.0,7.0,8.0,10.0
1101,9.0,9.0,10.0,15.0
1102,10.0,9.0,13.0,15.0
1103,10.0,11.0,14.0,15.0
1104,12.0,13.0,16.0,15.0
1105,13.0,13.0,15.0,16.0
1106,16.0,14.0,15.0,17.0
1107,16.0,18.0,15.0,19.0
1108,16.0,18.0,18.0,21.0
1109,18.0,18.0,22.0,24.0
1110,18.0,18.0,24.0,25.0
1111,13.0,15.0,23.0,21.0
1112,11.0,13.0,19.0,18.0
1113,8.0,11.0,15.0,15.0
1114,6.0,10.0,11.0,14.0
1115,6.0,8.0,10.0,16.0
1116,4.0,7.0,10.0,13.0
1117,4.0,5.0,9.0,11.0
1118,3.0,2.0,9.0,10.0
1119,4.0,2.0,7.0,10.0
1120,3.0,2.0,6.0,8.0
1121,2.0,4.0,7.0,7.0
1122,3.0,5.0,6.0,6.0
1123,4.0,7.0,6.0,7.0
1124,4.0,9.0,7.0,8.0
1125,5.0,11.0,9.0,8.0
1126,5.0,11.0,10.0,8.0
1127,6.0,11.0,12.0,10.0
1128,7.0,12.0,14.0,11.0
1129,9.0,13.0,15.0,12.0
1130,9.0,13.0,17.0,14.0
1131,11.0,16.0,18.0,14.0
1132,12.0,17.0,18.0,14.0
1133,13.0,17.0,21.0,14.0
1134,13.0,18.0,23.0,14.0
1135,12.0,12.0,21.0,11.0
1136,11.0,8.0,19.0,12.0
1137,10.0,6.0,18.0,11.0
1138,11.0,7.0,16.0,9.0
1139,9.0,7.0,14.0,6.0
1140,6.0,4.0,12.0,8.0
1141,2.0,2.0,12.0,7.0
1142,3.0,4.0,14.0,2.0
1143,5.0,6.0,14.0,3.0
1144,8.0,4.0,13.0,5.0
1145,6.0,3.0,11.0,8.0
1146,5.0,5.0,8.0,5.0
1147,7.0,6.0,9.0,5.0
1148,9.0,7.0,10.0,5.0
1149,13.0,8.0,11.0,7.0
1150,13.0,9.0,11.0,9.0
1151,13.0,9.0,13.0,10.0
1152,17.0,9.0,14.0,10.0
1153,21.0,11.0,16.0,10.0
1154,24.0,11.0,16.0,11.0
1155,24.0,13.0,18.0,13.0
1156,24.0,13.0,19.0,15.0
1157,27.0,16.0,19.0,16.0
1158,27.0,16.0,21.0,19.0
1159,22.0,11.0,18.0,15.0
1160,17.0,8.0,16.0,11.0
1161,16.0,8.0,11.0,12.0
1162,15.0,8.0,10.0,16.0
1163,13.0,10.0,10.0,19.0
1164,10.0,8.0,13.0,14.0
1165,8.0,6.0,12.0,11.0
1166,6.0,4.0,9.0,12.0
1167,4.0,5.0,7.0,10.0
1168,4.0,4.0,6.0,8.0
1169,2.0,3.0,6.0,4.0
1170,2.0,3.0,4.0,6.0
1171,5.0,3.0,6.0,7.0
1172,6.0,5.0,7.0,11.0
1173,7.0,7.0,7.0,13.0
1174,7.0,7.0,11.0,14.0
1175,9.0,6.0,11.0,15.0
1176,12.0,6.0,12.0,17.0
1177,12.0,7.0,14.0,18.0
1178,14.0,7.0,16.0,18.0
1179,14.0,7.0,19.0,19.0
1180,15.0,9.0,20.0,20.0
1181,16.0,9.0,22.0,21.0
1182,18.0,9.0,22.0,24.0
1183,14.0,3.0,16.0,21.0
1184,11.0,5.0,13.0,19.0
1185,11.0,6.0,12.0,18.0
1186,12.0,4.0,11.0,20.0
1187,10.0,5.0,11.0,19.0
1188,10.0,5.0,10.0,19.0
1189,10.0,3.0,9.0,17.0
1190,10.0,4.0,8.0,18.0
1191,8.0,3.0,6.0,16.0
1192,5.0,6.0,5.0,12.0
1193,3.0,5.0,4.0,9.0
1194,3.0,5.0,4.0,6.0
1195,5.0,5.0,5.0,8.0
1196,6.0,7.0,5.0,10.0
1197,7.0,7.0,9.0,10.0
1198,8.0,8.0,10.0,11.0
1199,8.0,8.0,12.0,14.0
1200,8.0,8.0,12.0,16.0
1201,8.0,8.0,12.0,17.0
1202,9.0,8.0,15.0,18.0
1203,11.0,10.0,17.0,20.0
1204,11.0,12.0,18.0,21.0
1205,12.0,13.0,18.0,27.0
1206,14.0,16.0,20.0,29.0
1207,12.0,15.0,16.0,23.0
1208,10.0,13.0,13.0,22.0
1209,9.0,10.0,13.0,22.0
1210,9.0,6.0,11.0,22.0
1211,6.0,3.0,12.0,23.0
1212,5.0,3.0,10.0,22.0
1213,7.0,2.0,8.0,20.0
1214,8.0,3.0,5.0,18.0
1215,6.0,3.0,5.0,16.0
1216,3.0,2.0,3.0,12.0
1217,3.0,3.0,3.0,8.0
1218,4.0,2.0,2.0,6.0
1219,5.0,3.0,2.0,9.0
1220,6.0,4.0,2.0,9.0
1221,10.0,7.0,4.0,9.0
1222,11.0,9.0,4.0,9.0
1223,11.0,10.0,4.0,13.0
1224,12.0,11.0,4.0,14.0
1225,14.0,12.0,5.0,15.0
1226,14.0,12.0,5.0,16.0
1227,14.0,14.0,5.0,17.0
1228,15.0,16.0,5.0,19.0
1229,17.0,20.0,5.0,19.0
1230,18.0,22.0,5.0,22.0
1231,14.0,19.0,1.0,18.0
1232,11.0,16.0,2.0,15.0
1233,8.0,16.0,3.0,15.0
1234,7.0,20.0,1.0,14.0
1235,7.0,16.0,6.0,12.0
1236,12.0,12.0,6.0,12.0
1237,10.0,8.0,6.0,12.0
1238,6.0,5.0,2.0,10.0
1239,3.0,4.0,2.0,10.0
1240,4.0,2.0,6.0,8.0
1241,5.0,3.0,7.0,8.0
1242,2.0,5.0,5.0,5.0
1243,7.0,6.0,7.0,5.0
1244,10.0,6.0,8.0,4.0
1245,12.0,7.0,8.0,5.0
1246,13.0,8.0,11.0,7.0
1247,13.0,9.0,11.0,11.0
1248,15.0,10.0,12.0,12.0
1249,16.0,12.0,13.0,12.0
1250,17.0,13.0,14.0,12.0
1251,17.0,13.0,16.0,12.0
1252,18.0,15.0,16.0,16.0
1253,19.0,15.0,17.0,19.0
1254,20.0,17.0,20.0,21.0
1255,15.0,12.0,15.0,16.0
1256,10.0,14.0,13.0,14.0
1257,9.0,14.0,12.0,14.0
1258,11.0,14.0,12.0,12.0
1259,12.0,13.0,10.0,13.0
1260,11.0,12.0,8.0,14.0
1261,8.0,9.0,6.0,13.0
1262,8.0,7.0,6.0,10.0
1263,6.0,6.0,5.0,8.0
1264,4.0,2.0,7.0,5.0
1265,6.0,2.0,7.0,3.0
1266,5.0,3.0,5.0,2.0
1267,5.0,4.0,5.0,3.0
1268,5.0,8.0,6.0,3.0
1269,6.0,9.0,8.0,4.0
1270,7.0,12.0,9.0,6.0
1271,7.0,14.0,11.0,8.0
1272,7.0,14.0,12.0,9.0
1273,8.0,15.0,14.0,10.0
1274,9.0,15.0,16.0,13.0
1275,11.0,16.0,16.0,18.0
1276,12.0,19.0,18.0,18.0
1277,16.0,19.0,19.0,24.0
1278,17.0,20.0,24.0,27.0
1279,15.0,17.0,20.0,23.0
1280,14.0,16.0,17.0,23.0
1281,14.0,15.0,15.0,22.0
1282,14.0,12.0,16.0,23.0
1283,15.0,11.0,16.0,24.0
1284,11.0,10.0,15.0,22.0
1285,7.0,11.0,13.0,19.0
1286,5.0,6.0,14.0,16.0
1287,2.0,5.0,13.0,14.0
1288,3.0,4.0,11.0,13.0
1289,2.0,5.0,11.0,12.0
1290,2.0,3.0,12.0,9.0
1291,2.0,3.0,12.0,10.0
1292,4.0,4.0,14.0,10.0
1293,4.0,5.0,14.0,12.0
1294,5.0,6.0,17.0,14.0
1295,7.0,9.0,18.0,15.0
1296,8.0,13.0,20.0,15.0
1297,9.0,14.0,21.0,16.0
1298,10.0,17.0,22.0,16.0
1299,11.0,19.0,22.0,17.0
1300,12.0,19.0,23.0,17.0
1301,12.0,21.0,25.0,17.0
1302,13.0,23.0,26.0,21.0
1303,10.0,17.0,20.0,16.0
1304,9.0,15.0,17.0,17.0
1305,12.0,14.0,16.0,18.0
1306,10.0,15.0,15.0,17.0
1307,11.0,15.0,12.0,17.0
1308,8.0,12.0,10.0,16.0
1309,8.0,14.0,9.0,11.0
1310,7.0,12.0,7.0,10.0
1311,5.0,10.0,4.0,8.0
1312,3.0,8.0,4.0,6.0
1313,1.0,3.0,5.0,7.0
1314,1.0,1.0,4.0,4.0
1315,4.0,2.0,5.0,4.0
1316,6.0,5.0,5.0,6.0
1317,6.0,5.0,6.0,8.0
1318,7.0,8.0,7.0,9.0
1319,8.0,8.0,7.0,10.0
1320,10.0,8.0,7.0,12.0
1321,12.0,8.0,9.0,12.0
1322,13.0,9.0,11.0,16.0
1323,16.0,11.0,11.0,19.0
1324,23.0,12.0,11.0,20.0
1325,23.0,16.0,13.0,22.0
1326,25.0,16.0,15.0,23.0
1327,23.0,13.0,10.0,17.0
1328,21.0,13.0,7.0,16.0
1329,23.0,15.0,7.0,16.0
1330,22.0,13.0,9.0,18.0
1331,21.0,14.0,12.0,15.0
1332,20.0,10.0,11.0,14.0
1333,17.0,11.0,7.0,17.0
1334,17.0,13.0,5.0,17.0
1335,15.0,12.0,4.0,15.0
1336,10.0,10.0,5.0,12.0
1337,6.0,7.0,4.0,9.0
1338,3.0,5.0,2.0,6.0
1339,7.0,5.0,2.0,6.0
1340,9.0,7.0,3.0,6.0
1341,12.0,9.0,6.0,6.0
1342,15.0,10.0,5.0,8.0
1343,16.0,10.0,6.0,9.0
1344,17.0,11.0,7.0,11.0
1345,19.0,12.0,7.0,12.0
1346,20.0,14.0,7.0,12.0
1347,20.0,14.0,8.0,12.0
1348,20.0,14.0,8.0,13.0
1349,21.0,15.0,9.0,16.0
1350,23.0,17.0,11.0,16.0
1351,19.0,13.0,5.0,11.0
1352,17.0,10.0,2.0,12.0
1353,18.0,8.0,3.0,13.0
1354,18.0,7.0,2.0,13.0
1355,17.0,5.0,3.0,11.0
1356,17.0,4.0,4.0,8.0
1357,14.0,3.0,7.0,7.0
1358,9.0,1.0,8.0,6.0
1359,5.0,2.0,4.0,5.0
1360,4.0,2.0,2.0,4.0
1361,5.0,3.0,3.0,3.0
1362,5.0,2.0,6.0,2.0
1363,6.0,6.0,9.0,5.0
1364,7.0,6.0,12.0,6.0
1365,8.0,7.0,13.0,5.0
1366,10.0,9.0,12.0,5.0
1367,11.0,11.0,13.0,6.0
1368,12.0,11.0,14.0,7.0
1369,13.0,15.0,15.0,7.0
1370,14.0,17.0,16.0,10.0
1371,17.0,18.0,17.0,12.0
1372,19.0,20.0,17.0,12.0
1373,21.0,21.0,18.0,12.0
1374,22.0,21.0,21.0,15.0
1375,17.0,20.0,14.0,10.0
1376,16.0,16.0,11.0,10.0
1377,15.0,15.0,9.0,12.0
1378,14.0,12.0,6.0,9.0
1379,17.0,11.0,4.0,9.0
1380,17.0,11.0,2.0,9.0
1381,14.0,10.0,4.0,7.0
1382,12.0,8.0,4.0,7.0
1383,9.0,10.0,4.0,6.0
1384,6.0,9.0,2.0,5.0
1385,7.0,9.0,2.0,4.0
1386,8.0,6.0,2.0,4.0
1387,10.0,6.0,3.0,5.0
1388,10.0,6.0,5.0,6.0
1389,10.0,6.0,7.0,10.0
1390,12.0,6.0,8.0,10.0
1391,12.0,9.0,12.0,10.0
1392,16.0,9.0,14.0,12.0
1393,19.0,9.0,14.0,12.0
1394,21.0,10.0,16.0,13.0
1395,21.0,12.0,17.0,14.0
1396,22.0,12.0,17.0,15.0
1397,25.0,13.0,18.0,19.0
1398,25.0,13.0,20.0,20.0
1399,21.0,11.0,19.0,14.0
1400,19.0,10.0,15.0,11.0
1401,18.0,8.0,15.0,10.0
1402,17.0,10.0,12.0,9.0
1403,17.0,11.0,9.0,8.0
1404,18.0,12.0,13.0,6.0
1405,15.0,12.0,10.0,7.0
1406,17.0,10.0,8.0,7.0
1407,17.0,7.0,5.0,5.0
1408,15.0,5.0,5.0,3.0
1409,13.0,2.0,5.0,3.0
1410,11.0,2.0,3.0,6.0
1411,11.0,5.0,6.0,6.0
1412,12.0,6.0,8.0,8.0
1413,13.0,7.0,8.0,8.0
1414,14.0,8.0,10.0,8.0
1415,16.0,10.0,13.0,8.0
1416,19.0,10.0,18.0,10.0
1417,20.0,11.0,18.0,12.0
1418,22.0,11.0,18.0,15.0
1419,23.0,13.0,21.0,19.0
1420,24.0,13.0,22.0,20.0
1421,24.0,13.0,24.0,23.0
1422,26.0,13.0,25.0,25.0
1423,20.0,7.0,21.0,18.0
1424,24.0,4.0,19.0,14.0
1425,24.0,6.0,18.0,12.0
1426,22.0,6.0,18.0,12.0
1427,23.0,4.0,16.0,10.0
1428,20.0,4.0,17.0,8.0
1429,19.0,5.0,14.0,8.0
1430,16.0,5.0,11.0,5.0
1431,14.0,4.0,7.0,5.0
1432,14.0,2.0,7.0,4.0
1433,13.0,0.0,7.0,4.0
1434,12.0,1.0,6.0,3.0
1435,14.0,1.0,8.0,3.0
1436,14.0,3.0,9.0,5.0
1437,15.0,6.0,11.0,7.0
1438,17.0,8.0,13.0,7.0
1439,19.0,9.0,14.0,7.0
1440,19.0,9.0,14.0,8.0
1441,19.0,12.0,15.0,8.0
1442,21.0,14.0,17.0,8.0
1443,22.0,13.0,18.0,10.0
1444,24.0,14.0,19.0,13.0
1445,24.0,15.0,22.0,13.0
1446,27.0,15.0,24.0,15.0
1447,23.0,12.0,22.0,10.0
1448,19.0,8.0,19.0,11.0
1449,16.0,8.0,20.0,10.0
1450,14.0,7.0,17.0,11.0
1451,14.0,6.0,13.0,10.0
1452,14.0,7.0,10.0,8.0
1453,14.0,7.0,11.0,8.0
1454,10.0,7.0,11.0,8.0
1455,9.0,8.0,8.0,5.0
1456,9.0,6.0,7.0,9.0
1457,9.0,5.0,5.0,7.0
1458,7.0,7.0,8.0,7.0
1459,7.0,8.0,11.0,8.0
1460,10.0,8.0,11.0,9.0
1461,10.0,9.0,12.0,11.0
1462,13.0,10.0,14.0,12.0
1463,15.0,10.0,16.0,13.0
1464,15.0,12.0,17.0,13.0
1465,15.0,15.0,19.0,15.0
1466,16.0,18.0,20.0,15.0
1467,19.0,21.0,20.0,16.0
1468,19.0,21.0,20.0,19.0
1469,21.0,24.0,21.0,21.0
1470,21.0,25.0,21.0,21.0
1471,16.0,22.0,18.0,15.0
1472,16.0,18.0,14.0,13.0
1473,14.0,14.0,11.0,13.0
1474,11.0,12.0,11.0,12.0
1475,14.0,16.0,9.0,12.0
1476,15.0,17.0,6.0,12.0
1477,14.0,14.0,6.0,14.0
1478,13.0,11.0,6.0,10.0
1479,12.0,7.0,3.0,10.0
1480,11.0,4.0,4.0,8.0
1481,9.0,3.0,6.0,6.0
1482,7.0,2.0,6.0,5.0
1483,9.0,3.0,9.0,6.0
1484,10.0,3.0,9.0,7.0
1485,12.0,4.0,13.0,7.0
1486,13.0,3.0,14.0,8.0
1487,14.0,6.0,14.0,10.0
1488,14.0,8.0,14.0,10.0
1489,16.0,10.0,16.0,10.0
1490,18.0,12.0,17.0,13.0
1491,20.0,13.0,20.0,14.0
1492,21.0,15.0,22.0,16.0
1493,24.0,16.0,24.0,17.0
1494,24.0,20.0,24.0,19.0
1495,18.0,17.0,23.0,14.0
1496,17.0,15.0,21.0,15.0
1497,17.0,18.0,20.0,18.0
1498,15.0,18.0,18.0,18.0
1499,15.0,18.0,16.0,17.0
1500,18.0,19.0,17.0,17.0
1501,19.0,21.0,18.0,17.0
1502,20.0,24.0,18.0,18.0
1503,20.0,24.0,18.0,20.0
1504,23.0,24.0,18.0,21.0
1505,23.0,24.0,18.0,21.0
1506,24.0,25.0,19.0,22.0
1507,25.0,25.0,20.0,24.0
1508,25.0,27.0,22.0,25.0
1509,28.0,31.0,23.0,26.0
1510,31.0,31.0,25.0,26.0
1511,32.0,31.0,27.0,27.0
1512,32.0,32.0,28.0,27.0
1513,34.0,33.0,30.0,29.0
1514,34.0,33.0,31.0,31.0
1515,35.0,35.0,34.0,34.0
1516,35.0,37.0,35.0,35.0
1517,36.0,37.0,36.0,36.0
1518,37.0,37.0,36.0,37.0
1519,40.0,38.0,37.0,38.0
1520,35.0,32.0,32.0,32.0
1521,34.0,27.0,29.0,28.0
